id,label,interactions
Emery Air Freight Corp.,Emery Air Freight Corp.,1
Ecole du Bel-Air (largest school in Haiti),Ecole du Bel-Air (largest school in Haiti),2
unknown person B (HOUSE_OVERSIGHT_012231),unknown person B (HOUSE_OVERSIGHT_012231),1
child rape and sexual abuse,child rape and sexual abuse,1
state solicitation charges,state solicitation charges,4
"Ghislaine Maxwell, Virginia Roberts, and ET","Ghislaine Maxwell, Virginia Roberts, and ET",1
multiple federal offenses,multiple federal offenses,1
Santa Fe ranch,Santa Fe ranch,1
Finding girls for Frederic Fekkai,Finding girls for Frederic Fekkai,1
center pieces,center pieces,1
message_thread_participants,message_thread_participants,2
Bill Clinton and others,Bill Clinton and others,1
Harvard professors,Harvard professors,1
United States leadership,United States leadership,1
West Palm Beach office,West Palm Beach office,1
county stockade,county stockade,2
unknown person B (HOUSE_OVERSIGHT_019068),unknown person B (HOUSE_OVERSIGHT_019068),1
Prince Andrew,Prince Andrew,1
Robert Gold,Robert Gold,1
government authorities,government authorities,1
more than 15 women,more than 15 women,1
sex offender,sex offender,15
Pe,Pe,2
Allen Guthrie McHugh & Thomas,Allen Guthrie McHugh & Thomas,1
incarceration,incarceration,1
legal review,legal review,1
global currency markets as referendum on Trump,global currency markets as referendum on Trump,1
Riddell sports equipment company,Riddell sports equipment company,1
investigation process,investigation process,1
unknown person A (HOUSE_OVERSIGHT_023028) (HOUSE_OVERSIGHT_023028),unknown person A (HOUSE_OVERSIGHT_023028) (HOUSE_OVERSIGHT_023028),2
"Palm Beach, New York, and Paris","Palm Beach, New York, and Paris",1
major currencies,major currencies,1
unknown person A (HOUSE_OVERSIGHT_018570),unknown person A (HOUSE_OVERSIGHT_018570),1
unknown persons (HOUSE_OVERSIGHT_017973),unknown persons (HOUSE_OVERSIGHT_017973),1
private psychologist,private psychologist,1
Edwards v. Epstein civil case,Edwards v. Epstein civil case,1
briefing experience characterized by significant revelations,briefing experience characterized by significant revelations,1
money management business,money management business,1
Martin,Martin,1
seven women,seven women,1
twelve months community control,twelve months community control,1
Warren Eisenstein,Warren Eisenstein,2
state plea agreement,state plea agreement,1
social_gathering,social_gathering,1
question about fondling underage females,question about fondling underage females,1
people,people,3
Bloomberg,Bloomberg,1
Nadia Bjournik,Nadia Bjournik,1
"Allen Guthrie McHugh & Thomas, PLLC","Allen Guthrie McHugh & Thomas, PLLC",1
fabricated claims,fabricated claims,1
unknown person A (HOUSE_OVERSIGHT_023032) (HOUSE_OVERSIGHT_023032),unknown person A (HOUSE_OVERSIGHT_023032) (HOUSE_OVERSIGHT_023032),1
plane travel,plane travel,1
Jide Zeitlin,Jide Zeitlin,4
Brad Edwards,Brad Edwards,9
private aircraft,private aircraft,2
sasse accusation,sasse accusation,1
witness testimony about property activities,witness testimony about property activities,1
federal nexus proof,federal nexus proof,1
science,science,1
sex offender registration requirements,sex offender registration requirements,1
art community,art community,1
Victoria's Secret Angels party,Victoria's Secret Angels party,1
royalty and other high-profile individuals,royalty and other high-profile individuals,1
detention,detention,1
"six days a week, 12 hours a day","six days a week, 12 hours a day",1
Mark McGahn,Mark McGahn,2
business and social circles,business and social circles,1
agreement terms,agreement terms,1
HarvardX,HarvardX,1
unknown person A (HOUSE_OVERSIGHT_021823) (HOUSE_OVERSIGHT_021823),unknown person A (HOUSE_OVERSIGHT_021823) (HOUSE_OVERSIGHT_021823),1
Johanna Sjoberg,Johanna Sjoberg,2
Jane Doe 1 (HOUSE_OVERSIGHT_022837) (HOUSE_OVERSIGHT_022837),Jane Doe 1 (HOUSE_OVERSIGHT_022837) (HOUSE_OVERSIGHT_022837),1
"Martin Weinberg, Kathy Ruemmler, Darren Indyke","Martin Weinberg, Kathy Ruemmler, Darren Indyke",1
sentencing,sentencing,1
Attorney General's Investigation,Attorney General's Investigation,1
"Mark Suzman, Geoff Lamb","Mark Suzman, Geoff Lamb",1
Jane Doe #3,Jane Doe #3,9
email recipient,email recipient,8
unknown person A (HOUSE_OVERSIGHT_025363) (HOUSE_OVERSIGHT_025363),unknown person A (HOUSE_OVERSIGHT_025363) (HOUSE_OVERSIGHT_025363),9
Mueller investigation and legal strategy,Mueller investigation and legal strategy,1
crisis management consultants,crisis management consultants,1
E. J. Dillon,E. J. Dillon,1
U.S. District Court,U.S. District Court,2
felony conviction,felony conviction,1
unknown person A (HOUSE_OVERSIGHT_012220),unknown person A (HOUSE_OVERSIGHT_012220),1
unknown person A (HOUSE_OVERSIGHT_027720) (HOUSE_OVERSIGHT_027720),unknown person A (HOUSE_OVERSIGHT_027720) (HOUSE_OVERSIGHT_027720),3
donor advised fund for billionaire philanthropists,donor advised fund for billionaire philanthropists,1
young women,young women,12
MC2 modeling agency,MC2 modeling agency,15
meeting opportunity,meeting opportunity,1
Dubin Breast Center,Dubin Breast Center,3
"Bill Clinton, Prince Andrew, Ehud Barak, Bill Richardson, Larry Summers","Bill Clinton, Prince Andrew, Ehud Barak, Bill Richardson, Larry Summers",1
"Epstein, Bannon, and Kurz association","Epstein, Bannon, and Kurz association",1
Susan G. Komen Race for the Cure,Susan G. Komen Race for the Cure,1
Townhouse,Townhouse,1
soliciting sex with a minor,soliciting sex with a minor,1
Caribbean island,Caribbean island,3
Jane Doe #2 (HOUSE_OVERSIGHT_017603_part1) (HOUSE_OVERSIGHT_017603_part1),Jane Doe #2 (HOUSE_OVERSIGHT_017603_part1) (HOUSE_OVERSIGHT_017603_part1),1
wealthy families,wealthy families,2
Court of Appeals,Court of Appeals,1
personal assistants,personal assistants,1
mother,mother,1
unknown person's day (HOUSE_OVERSIGHT_025436) (HOUSE_OVERSIGHT_025436),unknown person's day (HOUSE_OVERSIGHT_025436) (HOUSE_OVERSIGHT_025436),1
unknown person A (HOUSE_OVERSIGHT_027782),unknown person A (HOUSE_OVERSIGHT_027782),2
child prostitution,child prostitution,2
underwater office construction proposal,underwater office construction proposal,1
Cambridge,Cambridge,3
thirty month imprisonment,thirty month imprisonment,1
deposition,deposition,9
40 girls specified by FBI in civil suits,40 girls specified by FBI in civil suits,1
Gelsey Kirkland,Gelsey Kirkland,1
prison,prison,5
expedited guilty plea,expedited guilty plea,1
federal prosecutors,federal prosecutors,7
Nelson Shanks portrait commission payment,Nelson Shanks portrait commission payment,1
case,case,3
Palm Beach County Circuit Court,Palm Beach County Circuit Court,7
Palm Beach County Main Detention Center,Palm Beach County Main Detention Center,2
Jeffrey M. Herman,Jeffrey M. Herman,1
Tucson,Tucson,1
settlements,settlements,1
interstate commerce facility usage,interstate commerce facility usage,1
Waco,Waco,1
unknown person (Jane Doe 3) (HOUSE_OVERSIGHT_010586),unknown person (Jane Doe 3) (HOUSE_OVERSIGHT_010586),1
question about false statements in L.M.???s 2008 complaint,question about false statements in L.M.???s 2008 complaint,1
unknown person A (seeking Virginia's location) (HOUSE_OVERSIGHT_014118_part3) (HOUSE_OVERSIGHT_014118_part3),unknown person A (seeking Virginia's location) (HOUSE_OVERSIGHT_014118_part3) (HOUSE_OVERSIGHT_014118_part3),1
sex crimes involving underage girls,sex crimes involving underage girls,1
China intelligence,China intelligence,1
Jane Doe #1,Jane Doe #1,4
Thorbj??rn Jagland,Thorbj??rn Jagland,12
multiple girls including minors,multiple girls including minors,1
Sam Chwat,Sam Chwat,1
unknown person A (HOUSE_OVERSIGHT_032622),unknown person A (HOUSE_OVERSIGHT_032622),11
Gerald Barton,Gerald Barton,6
his residence in Palm Beach,his residence in Palm Beach,1
jail,jail,11
felony solicitation of prostitution and procuring a person under 18,felony solicitation of prostitution and procuring a person under 18,1
Carlos,Carlos,1
personal wellness practice,personal wellness practice,1
Venezuela oil reserves,Venezuela oil reserves,1
Xi Jinping regarding civilizational superiority,Xi Jinping regarding civilizational superiority,1
Louis Ranieri,Louis Ranieri,1
real estate,real estate,1
team presenting to Leslie Wexner,team presenting to Leslie Wexner,1
50434327060000391 parcel,50434327060000391 parcel,1
Joe Cinque,Joe Cinque,2
lifelong sex offender,lifelong sex offender,1
Jean-Luc Didier Henri-Rene Brunel,Jean-Luc Didier Henri-Rene Brunel,23
need for standards of excellence in schools while maintaining autonomy,need for standards of excellence in schools while maintaining autonomy,1
Donzi powerboat,Donzi powerboat,1
unknown person A (HOUSE_OVERSIGHT_025727),unknown person A (HOUSE_OVERSIGHT_025727),3
Harvard University,Harvard University,29
Donald Trump associates,Donald Trump associates,1
Closer To Truth - The Science of Sleep & Dreams,Closer To Truth - The Science of Sleep & Dreams,1
MC2 Model Management,MC2 Model Management,3
approximately thirty-four (34) other young girls,approximately thirty-four (34) other young girls,1
campaign,campaign,1
sexual assaults,sexual assaults,2
Alessi,Alessi,1
Chaunce,Chaunce,1
L.M.,L.M.,10
message,message,2
Donald Trump,Donald Trump,467
questioning,questioning,1
confidentiality notice,confidentiality notice,3
Alexander Acosta,Alexander Acosta,2
police chief Reiter and Joe Recarey,police chief Reiter and Joe Recarey,1
Michael Wolff book,Michael Wolff book,1
United States Attorney's Office,United States Attorney's Office,7
victim and Stephen Hawking,victim and Stephen Hawking,1
Beverly,Beverly,2
Ed Boyden at MIT Media Lab,Ed Boyden at MIT Media Lab,1
women aged 16 and 17,women aged 16 and 17,1
email_recipient,email_recipient,1
his residence,his residence,1
Gary Nikolits,Gary Nikolits,4
unknown person A (HOUSE_OVERSIGHT_025737),unknown person A (HOUSE_OVERSIGHT_025737),1
"question about flight log containing names of celebrities, dignitaries, or international figures","question about flight log containing names of celebrities, dignitaries, or international figures",1
Jeffrey Epstein,Jeffrey Epstein,68
women and minors,women and minors,1
unknown person C (HOUSE_OVERSIGHT_012156),unknown person C (HOUSE_OVERSIGHT_012156),1
Kathryn Ruemmler,Kathryn Ruemmler,2
personal reputation concerns,personal reputation concerns,1
United States Attorney for the Southern District of Florida,United States Attorney for the Southern District of Florida,1
Jane Doe 102 (HOUSE_OVERSIGHT_021824_part2) (HOUSE_OVERSIGHT_021824_part2),Jane Doe 102 (HOUSE_OVERSIGHT_021824_part2) (HOUSE_OVERSIGHT_021824_part2),1
Martin Act,Martin Act,1
Al Gore,Al Gore,13
Stephen K. Bannon,Stephen K. Bannon,2
"multiple minor victims including L.M., E.W., and Jane Doe (HOUSE_OVERSIGHT_013384)","multiple minor victims including L.M., E.W., and Jane Doe (HOUSE_OVERSIGHT_013384)",1
Lawrence M. Krauss,Lawrence M. Krauss,128
CNBC media appearance,CNBC media appearance,1
city Parks Department,city Parks Department,1
"How America Lost Its Secrets: Edward Snowden, the Man and the Theft","How America Lost Its Secrets: Edward Snowden, the Man and the Theft",1
John Gunther,John Gunther,2
Weisselberg,Weisselberg,1
sexual abuse of minor girls,sexual abuse of minor girls,1
Mindshift conference,Mindshift conference,2
unknown person A (HOUSE_OVERSIGHT_019056),unknown person A (HOUSE_OVERSIGHT_019056),1
Poplar Inc.,Poplar Inc.,1
Trump family internal conflicts,Trump family internal conflicts,1
female companions,female companions,1
sexual assault allegation,sexual assault allegation,1
George Mitchell,George Mitchell,1
institutional interests,institutional interests,1
federal non-prosecution agreement,federal non-prosecution agreement,1
Punch Sulzberger,Punch Sulzberger,5
Graydon Carter,Graydon Carter,6
two state felonies for soliciting prostitution with a minor,two state felonies for soliciting prostitution with a minor,1
unknown person A (HOUSE_OVERSIGHT_023065) (HOUSE_OVERSIGHT_023065),unknown person A (HOUSE_OVERSIGHT_023065) (HOUSE_OVERSIGHT_023065),1
legal cutout,legal cutout,1
Burke,Burke,2
unknown person A (HOUSE_OVERSIGHT_029543) (HOUSE_OVERSIGHT_029543),unknown person A (HOUSE_OVERSIGHT_029543) (HOUSE_OVERSIGHT_029543),1
Philip Kafka,Philip Kafka,2
his daily abuse and molestation of children,his daily abuse and molestation of children,1
recipients of communications,recipients of communications,7
18-month state sentence (13 months served),18-month state sentence (13 months served),1
his allegations against Bradley Edwards,his allegations against Bradley Edwards,1
academic institutions and research,academic institutions and research,1
women on government list,women on government list,2
Marilyn,Marilyn,3
Alan Dershowitz and Tatiana,Alan Dershowitz and Tatiana,1
victim's appearance and health deteriorated from drug use,victim's appearance and health deteriorated from drug use,1
consensual conduct in his home,consensual conduct in his home,1
Iragi,Iragi,1
non-prosecution agreement,non-prosecution agreement,11
E.W.,E.W.,9
FBI investigative file,FBI investigative file,1
United States District Court for the Southern District of Florida,United States District Court for the Southern District of Florida,1
Palm Beach sheriff's deputies,Palm Beach sheriff's deputies,3
Qatar political situation,Qatar political situation,1
Southern District of Florida,Southern District of Florida,2
victims and their families,victims and their families,1
unknown person A (HOUSE_OVERSIGHT_021770),unknown person A (HOUSE_OVERSIGHT_021770),1
Adriana Mucinska,Adriana Mucinska,1
seven victims,seven victims,1
his sexual abuse of minors,his sexual abuse of minors,1
Manhattan town house,Manhattan town house,1
film trailer,film trailer,1
attorney-client communication,attorney-client communication,1
Pennwalt takeover deal,Pennwalt takeover deal,1
Little Saint James island,Little Saint James island,1
Matt,Matt,4
sex crimes,sex crimes,1
Thorbjorn Jagland,Thorbjorn Jagland,18
prosecutorial jurisdiction handoff from Mueller to other attorneys,prosecutorial jurisdiction handoff from Mueller to other attorneys,1
Jane Doe #1 (HOUSE_OVERSIGHT_017603_part1) (HOUSE_OVERSIGHT_017603_part1),Jane Doe #1 (HOUSE_OVERSIGHT_017603_part1) (HOUSE_OVERSIGHT_017603_part1),1
ING,ING,1
"email alert with automatic reply ""On vacation""","email alert with automatic reply ""On vacation""",1
"Air Ghislaine, Inc.","Air Ghislaine, Inc.",2
unknown person A (HOUSE_OVERSIGHT_027333) (HOUSE_OVERSIGHT_027333),unknown person A (HOUSE_OVERSIGHT_027333) (HOUSE_OVERSIGHT_027333),30
under-age sex activities,under-age sex activities,1
Russian businessman in Palm Beach,Russian businessman in Palm Beach,1
"53rd Street between Madison and Park avenues, New York City","53rd Street between Madison and Park avenues, New York City",1
mr evil,mr evil,1
value of claim by E.W.,value of claim by E.W.,1
Herbert Glass,Herbert Glass,2
lie-detector test,lie-detector test,1
Palm Beach County Sheriff,Palm Beach County Sheriff,1
law enforcement,law enforcement,3
Harvard Hillel building,Harvard Hillel building,1
"Mar-a-Lago Club, Inc.","Mar-a-Lago Club, Inc.",9
maths teacher,maths teacher,1
investment,investment,2
requirement to serve incarceration sentence,requirement to serve incarceration sentence,1
authorities,authorities,4
federal sex-trafficking charges,federal sex-trafficking charges,1
aroma,aroma,1
Robert Kraft,Robert Kraft,2
level 3 sex offender,level 3 sex offender,3
"358 El Brillo Way, Palm Beach, FL 33480","358 El Brillo Way, Palm Beach, FL 33480",7
document sections,document sections,1
Grand Jury,Grand Jury,2
meeting at private residence with no media,meeting at private residence with no media,1
"Bill Clinton, Kevin Spacey, Chris Tucker","Bill Clinton, Kevin Spacey, Chris Tucker",3
Ehud Barak,Ehud Barak,48
mathematical and abstract problem-solving,mathematical and abstract problem-solving,1
unknown victim,unknown victim,17
campaign standings,campaign standings,1
Toboroff,Toboroff,2
unknown person A (HOUSE_OVERSIGHT_027583) (HOUSE_OVERSIGHT_027583),unknown person A (HOUSE_OVERSIGHT_027583) (HOUSE_OVERSIGHT_027583),1
documentary narrative structure,documentary narrative structure,1
"Francis Peadon (house cleaning, gardening)","Francis Peadon (house cleaning, gardening)",1
biosphere,biosphere,1
Palm Beach International Airport,Palm Beach International Airport,4
question about fabricated claims by Mr. Edwards,question about fabricated claims by Mr. Edwards,1
rumors circulating at Bear Stearns,rumors circulating at Bear Stearns,1
J. Epstein & Co.,J. Epstein & Co.,2
unknown person A (TEXT-001-HOUSE_OVERSIGHT_026474),unknown person A (TEXT-001-HOUSE_OVERSIGHT_026474),1
Professor Dershowitz,Professor Dershowitz,2
St. Thomas,St. Thomas,4
Daily Beast article,Daily Beast article,6
political psychology research,political psychology research,1
unknown person A (HOUSE_OVERSIGHT_025426) (HOUSE_OVERSIGHT_025426),unknown person A (HOUSE_OVERSIGHT_025426) (HOUSE_OVERSIGHT_025426),6
cybersecurity experts,cybersecurity experts,1
Florida state crimes involving solicitation of minors for prostitution and procurement of minors for prostitution,Florida state crimes involving solicitation of minors for prostitution and procurement of minors for prostitution,1
Jamie Dimon,Jamie Dimon,1
Hogan Lovells,Hogan Lovells,1
Robert Maxwell,Robert Maxwell,5
Trump campaign and transition activities,Trump campaign and transition activities,1
Ana Obregon,Ana Obregon,2
filming materials,filming materials,1
sexual abuse and sex trafficking scheme,sexual abuse and sex trafficking scheme,1
unknown person A (TEXT-001-HOUSE_OVERSIGHT_027583),unknown person A (TEXT-001-HOUSE_OVERSIGHT_027583),6
Nobel Prize-winning scientists,Nobel Prize-winning scientists,3
unnamed women (described as local strippers),unnamed women (described as local strippers),1
Citibank,Citibank,2
minor,minor,1
state custody,state custody,1
Bradley J. Edwards and other attorneys,Bradley J. Edwards and other attorneys,2
Atlantic Council article on Syria policy,Atlantic Council article on Syria policy,1
Municipal Arts Society,Municipal Arts Society,3
underaged girls,underaged girls,2
Palm Beach County State Attorney's Office,Palm Beach County State Attorney's Office,2
Sheikh Hamad,Sheikh Hamad,4
Palm Beach County Stockade,Palm Beach County Stockade,26
Jay P. Lefkowitz,Jay P. Lefkowitz,12
socialization with Bill Clinton in presence of minors,socialization with Bill Clinton in presence of minors,1
unknown person A (HOUSE_OVERSIGHT_022770) (HOUSE_OVERSIGHT_022770),unknown person A (HOUSE_OVERSIGHT_022770) (HOUSE_OVERSIGHT_022770),1
court case,court case,1
Steven Mnuchin,Steven Mnuchin,1
United States Justice Department,United States Justice Department,1
shared article with exclamation,shared article with exclamation,1
Tom Pritzker,Tom Pritzker,60
Alfredo Rodriguez,Alfredo Rodriguez,14
question about personal sexual preference for children,question about personal sexual preference for children,1
Victoria's Secret fashion show,Victoria's Secret fashion show,2
Jack Goldberger's office,Jack Goldberger's office,3
reporters,reporters,8
top defense team,top defense team,1
unknown person A (HOUSE_OVERSIGHT_027192),unknown person A (HOUSE_OVERSIGHT_027192),1
NYU Courant Institute of Mathematics,NYU Courant Institute of Mathematics,4
New York Academy of Art Tribeca Ball,New York Academy of Art Tribeca Ball,1
UN President,UN President,2
Jane Doe 102 (HOUSE_OVERSIGHT_031002) (HOUSE_OVERSIGHT_031002),Jane Doe 102 (HOUSE_OVERSIGHT_031002) (HOUSE_OVERSIGHT_031002),1
Bard High School Early College,Bard High School Early College,8
all communications and information,all communications and information,1
London,London,7
defendant in fake settlement,defendant in fake settlement,1
Lawrence Summers,Lawrence Summers,297
Miller,Miller,1
unknown persons (HOUSE_OVERSIGHT_022127),unknown persons (HOUSE_OVERSIGHT_022127),1
Map 21 Israeli Settlements 2012,Map 21 Israeli Settlements 2012,1
restitution to victims,restitution to victims,1
unknown person A (HOUSE_OVERSIGHT_029003) (HOUSE_OVERSIGHT_029003),unknown person A (HOUSE_OVERSIGHT_029003) (HOUSE_OVERSIGHT_029003),2
G20 summit hosted by Saudi crown prince,G20 summit hosted by Saudi crown prince,1
plaintiffs,plaintiffs,2
the author (on her nineteenth birthday),the author (on her nineteenth birthday),1
Trump's tax practices,Trump's tax practices,1
Michael Stroll,Michael Stroll,7
unknown person B (HOUSE_OVERSIGHT_029859) (HOUSE_OVERSIGHT_029859),unknown person B (HOUSE_OVERSIGHT_029859) (HOUSE_OVERSIGHT_029859),1
government response in Epstein case,government response in Epstein case,1
largest private house in Manhattan,largest private house in Manhattan,2
Ms. Groff,Ms. Groff,1
New York Academy of Arts,New York Academy of Arts,3
Florida grand jury,Florida grand jury,1
unknown recipient,unknown recipient,202
Ehud Barack,Ehud Barack,3
unknown sender,unknown sender,1
Palm Beach real estate,Palm Beach real estate,35
lawyers,lawyers,3
Adrianna Ross,Adrianna Ross,4
Andrew McCabe,Andrew McCabe,2
Trump's legal exposure,Trump's legal exposure,1
communications and attachments,communications and attachments,2
unknown person A (HOUSE_OVERSIGHT_018969),unknown person A (HOUSE_OVERSIGHT_018969),1
communications and information,communications and information,2
intellectual exchanges,intellectual exchanges,1
massage appointments,massage appointments,1
unknown women and minors,unknown women and minors,1
unknown person E,unknown person E,6
Black Mercedes 600,Black Mercedes 600,1
Thai Massage at ITM Massage School,Thai Massage at ITM Massage School,1
Visoski,Visoski,1
Kirk Efkowitz,Kirk Efkowitz,1
employees,employees,1
investigation,investigation,1
R. Couri Hay,R. Couri Hay,1
Gerry,Gerry,1
Jewish carpenter,Jewish carpenter,1
unknown person A (HOUSE_OVERSIGHT_021794) (HOUSE_OVERSIGHT_021794),unknown person A (HOUSE_OVERSIGHT_021794) (HOUSE_OVERSIGHT_021794),2
Chicago,Chicago,1
L.M. v. Jeffrey Epstein (case 50-2008-CA-028051),L.M. v. Jeffrey Epstein (case 50-2008-CA-028051),1
National Sex Offender Registry,National Sex Offender Registry,4
campaign fundraising efforts,campaign fundraising efforts,1
Alex Acosta,Alex Acosta,2
sexual assaults on underage minors,sexual assaults on underage minors,1
glhsummers,glhsummers,1
multiple female victims,multiple female victims,1
Hong Kong political situation,Hong Kong political situation,1
unknown person N (HOUSE_OVERSIGHT_018872_part1) (HOUSE_OVERSIGHT_018872_part1),unknown person N (HOUSE_OVERSIGHT_018872_part1) (HOUSE_OVERSIGHT_018872_part1),1
53-count indictment,53-count indictment,1
Jair Bolsonaro and Latin American politics,Jair Bolsonaro and Latin American politics,1
international sex trafficking organization,international sex trafficking organization,2
Victim #1 in Bear Stearns Mortgage Investment Fund Ponzi scheme,Victim #1 in Bear Stearns Mortgage Investment Fund Ponzi scheme,3
unknown recipients,unknown recipients,8
Neil deGrasse Tyson,Neil deGrasse Tyson,1
??2422(b) federal statute,??2422(b) federal statute,1
Radar magazine launch,Radar magazine launch,1
Zorro Ranch,Zorro Ranch,6
names and phone numbers organized by geographic location with massage headings,names and phone numbers organized by geographic location with massage headings,1
wizard/Voldemort comparison and gift ideas,wizard/Voldemort comparison and gift ideas,1
Obama family,Obama family,1
Deborah Blohm,Deborah Blohm,1
witness age,witness age,1
Little St. James Island,Little St. James Island,19
Bernie Kruger,Bernie Kruger,1
mathematical finance experts (quants),mathematical finance experts (quants),1
Roy Black,Roy Black,24
underage sexual allegations,underage sexual allegations,1
unknown person (HOUSE_OVERSIGHT_027783),unknown person (HOUSE_OVERSIGHT_027783),3
Personal relationships and allegations,Personal relationships and allegations,1
Landon Thomas Jr,Landon Thomas Jr,1
science experiment,science experiment,1
Tribeca Ball,Tribeca Ball,1
Tim Zagat,Tim Zagat,1
sexual abuse of victims,sexual abuse of victims,1
full-time masseur,full-time masseur,1
Dominos pizza,Dominos pizza,1
Virginia L. Giuffre,Virginia L. Giuffre,48
unknown person A (HOUSE_OVERSIGHT_012704) (HOUSE_OVERSIGHT_012704),unknown person A (HOUSE_OVERSIGHT_012704) (HOUSE_OVERSIGHT_012704),2
soliciting underaged hookers,soliciting underaged hookers,1
memory and language,memory and language,1
his Palm Beach home,his Palm Beach home,1
Swiss banker,Swiss banker,1
Marcinkova,Marcinkova,1
House Oversight Committee investigation,House Oversight Committee investigation,1
Palm Beach girls,Palm Beach girls,1
high-ranking Obama White House official,high-ranking Obama White House official,1
Matthew Horton,Matthew Horton,1
island in the Caribbean,island in the Caribbean,1
Super Bowl party,Super Bowl party,1
specific style,specific style,1
unknown person A (HOUSE_OVERSIGHT_012197_part3) (HOUSE_OVERSIGHT_012197_part3),unknown person A (HOUSE_OVERSIGHT_012197_part3) (HOUSE_OVERSIGHT_012197_part3),5
"Weisselberg, Cohen, and Pecker collaboration","Weisselberg, Cohen, and Pecker collaboration",1
Ken Starr and judicial nomination process,Ken Starr and judicial nomination process,1
federal trafficking statutes,federal trafficking statutes,1
helicopter,helicopter,3
Break Fast after Yom Kippur,Break Fast after Yom Kippur,1
civil trial,civil trial,1
Gmax,Gmax,1
Ron Eppinger,Ron Eppinger,1
individuals named Barrack and HBJ as 'stars' of investigation,individuals named Barrack and HBJ as 'stars' of investigation,1
sexual abuse of minors,sexual abuse of minors,1
civil suits filed by young girls in Florida,civil suits filed by young girls in Florida,1
Jane Doe's complaint,Jane Doe's complaint,1
multiple alleged victims (at least 17),multiple alleged victims (at least 17),1
apartment on East 66th Street,apartment on East 66th Street,1
"Qatar, Sheikh Hamad Bin Jassim","Qatar, Sheikh Hamad Bin Jassim",1
"Palm Beach, New York residences","Palm Beach, New York residences",1
civil suit victims,civil suit victims,1
unnamed associate's arrival in Paris,unnamed associate's arrival in Paris,1
Imran Khan,Imran Khan,3
unknown woman in New York,unknown woman in New York,1
Jane Doe (HOUSE_OVERSIGHT_029398) (HOUSE_OVERSIGHT_029398),Jane Doe (HOUSE_OVERSIGHT_029398) (HOUSE_OVERSIGHT_029398),2
Roger Stone,Roger Stone,3
brother,brother,1
unknown person E (HOUSE_OVERSIGHT_021761) (HOUSE_OVERSIGHT_021761),unknown person E (HOUSE_OVERSIGHT_021761) (HOUSE_OVERSIGHT_021761),1
four businesses,four businesses,1
Fox News,Fox News,1
unknown person J,unknown person J,1
Michael Cohen sentencing,Michael Cohen sentencing,1
unknown female companion A,unknown female companion A,1
Lafayette High School yearbook,Lafayette High School yearbook,1
questions in litigation,questions in litigation,1
unknown person D,unknown person D,8
Gilbert,Gilbert,1
sexual assault on private aircraft,sexual assault on private aircraft,1
Law & Order: SVU,Law & Order: SVU,4
New York Academy of Art,New York Academy of Art,1
Beach PD,Beach PD,1
Bolsonaro bail decision,Bolsonaro bail decision,1
multiple witnesses cited in investigation,multiple witnesses cited in investigation,1
United States federal prosecutors,United States federal prosecutors,2
Rothschild,Rothschild,3
masseuses,masseuses,2
Paris with Jacques Lang,Paris with Jacques Lang,1
unknown person A (HOUSE_OVERSIGHT_026237) (HOUSE_OVERSIGHT_026237),unknown person A (HOUSE_OVERSIGHT_026237) (HOUSE_OVERSIGHT_026237),9
affidavit,affidavit,1
underage victims,underage victims,8
electronic communications,electronic communications,2
unknown person A (HOUSE_OVERSIGHT_030460) (HOUSE_OVERSIGHT_030460),unknown person A (HOUSE_OVERSIGHT_030460) (HOUSE_OVERSIGHT_030460),1
New York City,New York City,22
Miami Herald,Miami Herald,3
soliciting prostitution,soliciting prostitution,4
unknown person A (HOUSE_OVERSIGHT_012218),unknown person A (HOUSE_OVERSIGHT_012218),1
pattern flipping,pattern flipping,1
work-release program,work-release program,4
top person,top person,1
solicitation of prostitution and procuring minor for prostitution,solicitation of prostitution and procuring minor for prostitution,1
unknown person A (HOUSE_OVERSIGHT_010585),unknown person A (HOUSE_OVERSIGHT_010585),1
Juan Alessi,Juan Alessi,1
Karyyna,Karyyna,2
EB,EB,1
17 out-of-court settlements,17 out-of-court settlements,2
Leon Black and Mort Zuckerman,Leon Black and Mort Zuckerman,1
witness (HEB/ERR),witness (HEB/ERR),3
"New Mexico, Palm Beach, and Caribbean properties","New Mexico, Palm Beach, and Caribbean properties",1
unknown person (HOUSE_OVERSIGHT_025722),unknown person (HOUSE_OVERSIGHT_025722),4
"L.M., E.W., and Jane Doe (HOUSE_OVERSIGHT_013354)","L.M., E.W., and Jane Doe (HOUSE_OVERSIGHT_013354)",1
extraordinary plea agreement,extraordinary plea agreement,1
Mark Moscowitz,Mark Moscowitz,2
Jane Doe,Jane Doe,22
Alan M. Dershowitz,Alan M. Dershowitz,143
New York apartment,New York apartment,1
minor girls,minor girls,7
scientists attending TED conference,scientists attending TED conference,1
Trump Foundation,Trump Foundation,1
sex offender registry,sex offender registry,2
Trump's consideration of Mike Pompeo as VP,Trump's consideration of Mike Pompeo as VP,1
communication document,communication document,2
Saudi head,Saudi head,1
hilltop mansion,hilltop mansion,1
children of the wealthy,children of the wealthy,1
multiple luxury vehicles and boats,multiple luxury vehicles and boats,1
international underage sex ring,international underage sex ring,1
Radar magazine,Radar magazine,4
young girls,young girls,5
cybersecurity policy,cybersecurity policy,1
unknown person A (HOUSE_OVERSIGHT_025485),unknown person A (HOUSE_OVERSIGHT_025485),3
allegations of sexual encounters with minors,allegations of sexual encounters with minors,1
